filename,RMS_EHG_2,log2_EHG_2,perm_entropy_EHG_2,svd_entropy_EHG_2,spectral_entropy_EHG_2,sample_entropy_EHG_2,Hjorth_mobility_EHG_2,hjorth_complexity_EHG_2,Approximate entropy_EHG_2,num_zero_cross_EHG_2,petrosian_fd_EHG_2,katz_fd_EHG_2,higuchi_fd_EHG_2,detrended_fluctuation_EHG_2
tpehgt_p012.dat,0.040984821249045525,-4.608766484025801,0.8276029560382357,0.2928540218771964,0.5131385860733496,0.2807041550483985,0.09353194462373567,8.728111563500159,0.35632926824435396,1245,1.010800256636037,1.8912850446751885,1.2572758020260484,1.0953331676415345
tpehgt_p013.dat,0.0311434829760111,-5.004925890469323,0.8481561392458895,0.38258154129856886,0.5091939559641754,0.4125222524576347,0.13554167871297365,7.974266238487818,0.4852570274957251,1566,1.0120468512587002,2.4290841310861233,1.4901455043769656,1.0038915459570399
tpehgt_t001.dat,0.05834848810109153,-4.099160915801254,0.8591261003865555,0.1845594281601951,0.4189597917924422,0.12109717098640269,0.04787669137660301,21.493649181032147,0.1413409640640766,526,1.0127890795812677,1.8161724617648547,1.3267882863608482,1.3285874059700404
tpehgt_t002.dat,0.16728994038834064,-2.5795774001877114,0.8663821607861208,0.11028971708782698,0.48957524476086106,0.056295139053821885,0.024623402655816806,41.02723350806613,0.06138543454598233,191,1.0122846600704014,1.9135300214379793,1.3300570858824379,1.12326468187845
tpehgt_t003.dat,0.09726318964742185,-3.3619622857051774,0.8623911273769352,0.25987260830499914,0.5746726017729101,0.19341782372591895,0.0761449400833677,15.186213899394883,0.2335899332382927,433,1.0119462790577458,2.191855705165662,1.3227252430803016,1.0234589404486292
tpehgt_t004.dat,0.06487986214622452,-3.946085435588983,0.8204892351265289,0.20110377403041985,0.4840368236557081,0.1580556072737871,0.055013108007348814,14.986323850510429,0.18473316564334175,483,1.0107473558104298,2.2046703678082844,1.2585308163532622,1.0267624608338026
tpehgt_t005.dat,0.025673984520601843,-5.2835489748111755,0.8513345349336465,0.3779958634662831,0.4328718884727396,0.28346588863688793,0.13267129832472294,8.407766897624207,0.3610845318103819,1208,1.0123346957402015,2.1663200060318824,1.301156213995293,1.0619196810451998
tpehgt_t006.dat,0.09974918557234484,-3.325551127643109,0.8292738748774213,0.2067479841448054,0.46359512464048697,0.16508731324251077,0.0572795566594801,14.06549393445794,0.19127020955257468,494,1.010652163644096,1.9734226607568595,1.2905488877460576,1.0661167478970668
tpehgt_t007.dat,0.07207627106733361,-3.794331815857255,0.8893058624405041,0.16931610445691253,0.41442097193149224,0.09654316865768343,0.04263786390790659,24.998166281961865,0.10628006306547233,210,1.0138067629828784,1.9165994212448243,1.4846686222646208,1.2911747415376111
tpehgt_t008.dat,0.12830428846407288,-2.9623587027726814,0.8761117642861025,0.09351161190405971,0.45254269337817166,0.04216077014244426,0.01995528719089412,54.92364083678952,0.045184549778395144,110,1.0134953653307246,2.1173142265014273,1.4278430142113403,1.173639655949016
tpehgt_t009.dat,0.03181679444282265,-4.974067698995853,0.8566486286716223,0.23998238518337456,0.47418618283930647,0.17796281132924796,0.06810448399480208,17.07780288922504,0.20078909163023528,441,1.0131913012756266,2.320299690689078,1.4419841850592015,0.9762388748007563
tpehgt_t010.dat,0.03731094723151239,-4.744257202740951,0.8438604656542816,0.16858163511001775,0.5046982224960919,0.07081962721089982,0.04239816070752688,30.042872355731706,0.07491837600683882,181,1.0154669457231276,1.8679604176143463,1.559257063318462,1.0605410000919044
tpehgt_t011.dat,0.012579628313248907,-6.312766893833708,0.7915014869407353,0.3911747090633405,0.5199374314589942,0.35175734047017904,0.1395109104471515,8.546099437383827,0.41843773442349486,1451,1.0116094720661475,2.5241441098080295,1.576437343823359,0.9196996849384441
tpehgt_t012.dat,0.07330092075635264,-3.7700248691471416,0.8773365003761531,0.3264781990523952,0.49946773422046353,0.08369721591327951,0.11202617255008919,14.471742981084569,0.0904637295173436,256,1.0131918672671942,1.7657751039960636,1.4893717203651835,1.3013069899801475
tpehgt_t013.dat,0.035304974595355726,-4.823984711139275,0.8210190885612205,0.1407681527706937,0.4840835634784716,0.07618070918287732,0.03405078199772409,41.77088184914177,0.0771462274400867,205,1.0150450441513665,2.0420168601400226,1.4744936105323494,1.1032643123657104
